ParticipantId,TrialId,N,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Level
5,1,70,5611,19447,3552,4840,3029,5892,3709,2444,32.64,2
5,1,71,5677,20175,3659,5074,2358,5308,2263,2172,29.23,2
5,1,72,6969,19946,3769,4170,3202,5887,2731,2134,32.82,2
5,1,73,6826,15985,3894,4586,2458,6084,2697,2564,32.1,2
5,1,74,10363,16256,8503,3905,2655,4033,3638,1951,31.62,2
5,1,75,11084,12899,8969,4361,2625,4392,3623,2292,30.58,2
5,2,1,10848,14114,7798,3626,2734,4488,4176,2039,29.91,2
5,2,2,10194,14478,7173,4053,3267,3784,3880,2009,34.42,2
5,2,3,11098,18720,9258,3698,2988,3685,4250,2152,33.91,2
5,2,4,11724,14217,8083,4603,2797,3990,4016,1786,30.17,2
5,2,5,9739,17069,8802,3563,3186,3560,3692,1975,30.39,2
5,2,6,12283,14061,7774,4003,2734,3610,3547,1524,30.52,2
5,2,7,9196,15574,9128,4488,3204,4250,4151,1921,33.76,2
5,2,8,11277,17626,8796,4551,2600,4464,3151,2107,32.42,2
5,2,9,13960,31209,4304,4707,7229,2785,3913,2196,23.8,2
5,2,10,13696,27783,4981,5545,7921,2588,4030,2276,24.05,2
5,2,11,16200,31075,4087,4438,7869,2267,4734,2422,22.81,2
5,2,12,12058,27361,3356,3820,7663,3379,3933,1981,23.85,2
5,2,13,14856,35126,4009,3721,7529,3375,3605,2117,23.61,2
5,2,14,13642,27659,3226,4770,8445,2271,4726,2046,25.05,2
5,2,15,16637,33100,4059,3332,7084,2939,4050,2005,23.71,2
5,2,16,14280,29770,4586,4704,8499,2377,3941,1977,23.08,2
5,2,17,13492,31083,4935,5315,6147,3351,3637,1882,24.87,2
5,2,18,13125,30475,4010,5743,6435,2671,4871,2173,22.64,2
5,2,19,2584,36690,5231,4417,5361,2377,2869,1378,23.8,2
5,2,20,3471,34592,5450,4978,5712,2780,2386,1507,24.42,2
5,2,21,2751,37888,4924,4146,5969,2973,2740,1561,26.11,2
5,2,22,3186,36346,4765,4262,6224,2303,3162,1611,21.68,2
5,2,23,1301,35205,5305,4573,4227,2203,2527,1374,25.29,2
5,2,24,2170,41076,4942,4391,5074,2860,3196,1561,22.32,2
5,2,25,2748,34483,4580,4177,6149,2517,3123,1511,23.44,2
5,2,26,2600,39274,4934,3654,5482,1902,2596,1560,23.4,2
5,2,27,2365,35332,5925,4686,6271,3435,2553,1539,21.88,2
5,2,28,2842,36274,5463,4337,5873,2558,2941,1522,24.57,2
5,2,29,3693,11277,972,8971,5555,1368,6361,1042,23.8,2
5,2,30,2628,10098,639,8745,7107,1883,7043,1188,24.84,2
5,2,31,3017,9744,1087,8574,3967,1099,6360,1058,26.43,2
5,2,32,3189,11673,731,9233,6077,1229,7251,1018,22.19,2
5,2,33,2820,11874,761,9838,5711,1030,6372,1130,24.79,2
5,2,34,4100,11053,972,9104,5407,1800,6094,1152,23.26,2
5,2,35,4125,10016,1043,8975,5532,1080,6444,946,24.6,2
5,2,36,2077,11220,1160,8110,5657,1317,5724,1027,22.35,2
5,2,37,3803,13305,919,8312,4912,1136,5858,928,22.83,2
5,2,38,2749,8156,681,9282,5852,1549,5648,1032,24.47,2
5,2,39,6758,16336,4866,5720,8875,4161,2129,1291,23.8,2
5,2,40,6377,18426,4752,5633,9104,4601,1934,1060,22.41,2
5,2,41,5736,17597,4267,5870,8284,3910,2207,1267,24.8,2
5,2,42,8549,12956,5916,5975,9351,4612,2135,1173,23.17,2
5,2,43,4269,17290,4427,4477,9080,4123,2509,1493,23.55,2
5,2,44,5891,15577,4841,5309,9739,3938,2367,1073,22.63,2
5,2,45,5548,14369,5060,4811,8154,4748,1750,1466,23.22,2
5,2,46,8495,17596,5341,4985,7911,3996,2307,1134,24.87,2
5,2,47,7230,18074,4199,5741,9323,3837,1912,1612,24.87,2
5,2,48,6420,15057,4734,5413,8530,3644,2065,1344,25.66,2
5,2,49,5445,12220,3862,2902,4871,5736,2736,1152,29.44,2
5,2,50,6689,10236,3832,3063,4336,5533,2863,1035,30.38,2
5,2,51,6193,14011,4005,2865,4465,6036,2817,1234,28.13,2
5,2,52,4770,9674,2968,3986,5020,6469,2553,1340,31.7,2
5,2,53,4911,17403,3982,3738,5471,5992,2458,1253,28.94,2
5,2,54,6050,12509,3019,2716,5199,5840,3509,1327,29.15,2
5,2,55,7141,13231,4645,2529,4042,4898,2764,1125,30.28,2
5,2,56,5423,14987,3567,3252,3775,5651,2469,1072,30.87,2
5,2,57,5502,11706,2865,2912,5139,6207,3466,1005,27.61,2
5,2,58,5175,13263,3687,3459,6421,4928,2863,1078,31.71,2
5,2,59,4724,6609,2991,5830,7509,2794,3489,939,29.44,2
5,2,60,6033,5991,2667,5859,9493,2563,3418,745,29.12,2
5,2,61,4448,5607,3193,5695,6674,2600,3289,985,28.52,2
5,2,62,5736,6658,2570,6892,7799,3079,4006,983,31.3,2
5,2,63,4297,8617,2863,6518,7038,3035,3803,690,30.9,2
5,2,64,4640,5596,2453,6098,6151,2839,3050,1107,31.67,2
5,2,65,3585,5716,2589,5693,7970,3289,3200,940,27.44,2
5,2,66,3135,6122,3137,5606,7671,2874,3685,858,30.09,2
5,2,67,3846,3862,3490,4854,6481,3708,3443,868,26.47,2
5,2,68,4745,6671,3288,6276,8427,3116,4020,1142,28.75,2
5,2,69,7971,26540,2859,1411,2119,2779,5470,957,29.44,2
5,2,70,5621,28390,2938,1444,1609,2771,5190,1108,27.22,2
5,2,71,7587,27807,3014,1074,2744,3034,5388,1068,30.33,2
5,2,72,7374,25955,3347,1280,2475,2931,6295,1108,31.1,2
5,2,73,8555,26260,2778,1214,2683,3090,5530,969,30.62,2
5,2,74,9123,27380,2731,1245,1853,2491,5139,943,32.2,2
5,2,75,8684,27932,2303,1489,1937,2566,5690,999,31.39,2
6,1,1,7332,28328,2563,1186,2483,3136,6182,871,29.03,2
6,1,2,6821,30598,2608,1715,1910,2862,5426,911,30.35,2
6,1,3,8197,29048,3267,1419,1758,2565,5973,967,29.35,2
6,1,4,16088,7719,7907,3443,8705,2379,2559,1400,23.8,2
6,1,5,17029,8804,7368,3202,8669,2039,2749,1419,21.55,2
6,1,6,14628,6585,7710,3500,7493,2060,2405,1148,24.46,2
6,1,7,15058,9804,7265,3444,8878,2027,2204,1332,21.79,2
6,1,8,14608,8174,7578,2795,7060,2577,2762,1550,25.15,2
6,1,9,16313,8630,7062,3533,7240,2307,2402,1394,23.7,2
6,1,10,15114,8785,8408,4070,8124,1743,2389,1306,22.08,2
6,1,11,13245,7138,8906,3067,9217,3156,2715,1386,22.17,2
6,1,12,17418,8357,7304,3920,8421,2609,2288,1499,22.72,2
6,1,13,16117,6713,7823,4248,10784,2011,2734,1406,22.37,2
6,1,14,3087,12863,5237,3936,5698,3228,2770,814,23.8,2
6,1,15,2322,13772,5387,4234,4670,2903,2697,954,23.56,2
6,1,16,3479,15046,5034,4450,4675,3375,2927,737,21.87,2
6,1,17,2804,13094,5718,3571,4864,3498,3083,883,21.97,2
6,1,18,1563,11390,4015,4516,5184,3501,3353,685,23.98,2
6,1,19,3787,12844,5040,4214,7224,3055,2809,662,25.67,2
6,1,20,2275,15452,5954,3637,5154,3215,2340,738,22.29,2
6,1,21,3462,11460,4408,3527,6059,2774,2850,727,24.22,2
6,1,22,3692,10189,4894,4164,5336,3086,2440,930,24.38,2
6,1,23,3933,12037,4822,3271,6581,2763,3127,944,25.21,2
6,1,24,14336,12797,4568,5831,8858,6392,3240,1067,23.8,2
6,1,25,13324,12133,5375,6159,9580,5213,3220,1137,21.9,2
6,1,26,16049,10078,4683,5820,8364,7240,3381,976,26.25,2
6,1,27,13353,11301,5003,5671,8185,6552,3159,928,23,2
6,1,28,14495,12479,5283,6259,9620,7111,3386,991,22.43,2
6,1,29,12984,13531,3476,5372,10217,6123,3435,1233,24.36,2
6,1,30,15968,13012,5213,6111,10601,6555,2881,1007,21.32,2
6,1,31,14190,14563,4485,6047,8901,6499,3531,1026,25.19,2
6,1,32,12904,11721,4009,5827,7682,5872,3087,1157,21.94,2
6,1,33,18769,10712,5087,6708,9264,6725,3270,935,22.05,2
6,1,34,8828,13606,4232,12330,3068,3313,2747,1088,23.8,2
6,1,35,8165,13142,3763,13033,3507,3147,2778,1051,23.32,2
6,1,36,8254,14920,4362,13798,3676,3065,2668,944,25.49,2
6,1,37,11773,12404,4116,12645,3514,3606,2811,1166,26.57,2
6,1,38,9998,11959,4222,12223,2550,3599,2900,1111,23.76,2
6,1,39,7683,16687,3590,11133,2479,3170,2998,1011,21.34,2
6,1,40,8919,14718,4662,12218,2792,3953,3015,1087,23.3,2
6,1,41,8912,13849,3958,12852,2429,3660,3155,1048,23.74,2
6,1,42,10335,16214,3888,11425,3563,2981,2940,911,24.88,2
6,1,43,8024,13287,4918,12678,3425,3763,2798,1211,23.82,2
6,1,44,7648,4682,4383,3985,6466,2852,3524,816,25.82,2
6,1,45,7396,4039,4509,4122,6832,2829,4185,830,24.23,2
6,1,46,6915,4899,4449,4034,8125,2790,3805,760,24.85,2
6,1,47,7352,5173,4532,4443,6660,2697,3323,755,25.02,2
6,1,48,8316,4880,3280,3795,7473,2244,3342,655,23.96,2
6,1,49,8012,5275,4239,4354,6069,2704,3271,614,24.64,2
6,1,50,9246,5771,4121,3916,5941,2794,3155,807,25.27,2
6,1,51,9021,5367,4069,4369,5941,3240,3645,817,24.84,2
6,1,52,7741,3477,4528,3853,5330,3570,3966,944,26.43,2
6,1,53,7259,5609,4359,4614,6698,2348,3706,979,25.29,2
6,1,54,10741,5133,7474,5202,2534,2487,1605,484,25.82,2
6,1,55,9178,6058,7433,5512,2881,2214,1799,516,29.33,2
6,1,56,12699,4827,6837,5212,2576,2743,1723,521,25.42,2
6,1,57,10205,4391,7346,5261,3642,2756,2244,485,23.5,2
6,1,58,12534,5315,6808,4018,2359,2060,1857,337,25.88,2
6,1,59,8284,5401,8355,5144,2510,2853,1335,492,27.04,2
6,1,60,10547,7268,8543,6523,2603,2403,1365,457,22.98,2
6,1,61,11437,4708,7733,5849,2359,2650,1524,440,27.42,2
6,1,62,11071,6257,7261,5485,1986,2468,1346,429,26.55,2
6,1,63,10142,6282,7008,5180,4012,2511,1089,421,26,2
6,1,64,1837,12133,6010,655,2621,3695,1410,1620,25.82,2
6,1,65,1767,10434,5775,548,2989,3792,1231,1476,26.55,2
6,1,66,2038,12415,5836,668,3354,3424,1640,1561,26.64,2
6,1,67,1900,13396,6287,434,3208,3399,1557,1779,27.52,2
6,1,68,1528,13320,5697,1054,2754,3946,1905,1589,24.99,2
6,1,69,1405,14915,6952,841,2898,3855,1280,1648,24.66,2
6,1,70,3202,13896,5975,559,3848,3557,1769,1846,27.11,2
6,1,71,2236,12007,6486,702,2968,4167,1314,1524,26.97,2
6,1,72,2246,13180,5880,1210,2429,4282,1280,1448,25.52,2
6,1,73,2343,12388,6305,677,2362,3888,1677,1783,27.3,2
6,1,74,19250,8657,4052,2796,6682,2677,1303,1300,25.82,2
6,1,75,19832,13417,2815,2640,6758,2781,972,1169,26.47,2
6,2,1,17367,7562,3917,2019,6316,2946,1419,1385,24.26,2
6,2,2,20306,10625,4315,2744,6239,2083,1123,1346,26.56,2
6,2,3,17634,10939,3486,2851,7329,2594,1206,1425,26.19,2
6,2,4,19229,9356,3887,3001,5745,3026,1615,1223,26.3,2
6,2,5,17559,9504,3580,3045,6826,2471,1375,1448,26.27,2
6,2,6,17780,7500,4150,2790,5826,3285,1473,1123,24.81,2
6,2,7,20764,8216,3892,3028,5536,2498,1365,1237,27.21,2
6,2,8,19870,9872,3522,2570,7374,3271,1065,1243,25.25,2
6,2,9,594,7114,3381,3832,9052,5029,1345,1004,26.46,2
6,2,10,1034,6618,3315,3805,8962,5112,1190,1078,23.8,2
6,2,11,180,7863,3539,4111,9215,5147,1428,1012,24.2,2
6,2,12,231,9873,3455,3894,9594,4442,1086,1206,26.5,2
6,2,13,407,6824,3175,4177,10451,5471,1818,1038,26.5,2
6,2,14,476,8503,3180,3489,8722,4889,1100,1119,25.07,2
6,2,15,942,6709,3670,3752,8426,4931,1364,1011,29.33,2
6,2,16,831,7278,3746,4408,9219,5272,1512,1161,25.06,2
6,2,17,364,6978,2391,3315,9457,5003,1367,1152,23.57,2
6,2,18,802,5204,3874,3306,9365,4855,1433,989,26.08,2
6,2,19,3842,11439,4066,1893,5209,4768,2165,952,26.46,2
6,2,20,3481,13896,4137,2185,6159,5256,2121,1165,28.52,2
6,2,21,3458,10267,3850,1828,6077,5070,1697,1261,25.26,2
6,2,22,4421,10678,4203,2456,5100,4609,2803,843,26.86,2
6,2,23,3045,12265,3840,1834,4705,4389,1819,1020,28.24,2
6,2,24,2763,10836,3886,2348,4948,5043,2221,1067,28.22,2
6,2,25,4812,9631,3854,1909,5538,4128,1911,883,28.43,2
6,2,26,4433,11435,5215,1875,4618,4925,2377,888,26.69,2
6,2,27,2877,10466,4397,1787,4802,3855,1787,1079,27.1,2
6,2,28,5225,9207,4293,1650,5135,4444,2466,1029,26.8,2
6,2,29,21699,15641,1135,3000,8409,1978,1531,1794,26.46,2
6,2,30,19914,16721,1671,3251,8864,2166,1443,1619,25.57,2
6,2,31,20403,16806,1390,3006,8857,1914,1465,1602,24.98,2
6,2,32,20693,17679,1337,2727,7278,1969,1472,1895,28.19,2
6,2,33,21477,19112,1168,3132,8936,1769,1374,1778,25.16,2
6,2,34,20676,13737,1604,3230,8138,1922,1350,1584,24.74,2
6,2,35,22670,16225,1486,3269,9188,2151,1291,1688,29.1,2
6,2,36,22941,15761,1164,3013,8894,2605,1947,1588,26.9,2
6,2,37,19687,15032,1151,2706,8905,1953,1562,1833,23.35,2
6,2,38,21472,18117,1320,2569,8850,1939,1582,1829,24.08,2
6,2,39,4627,1860,1691,5963,7054,2420,3709,1035,26.46,2
6,2,40,3839,1498,1698,6523,6703,1900,3117,996,29.76,2
6,2,41,3887,2123,1973,5435,6589,2771,3898,912,23.5,2
6,2,42,5295,1964,1599,5852,7162,2089,3552,908,26.07,2
6,2,43,4614,2332,2019,4641,7476,1946,3305,973,23.95,2
6,2,44,5859,1635,1564,5594,6374,2584,3695,1097,27.42,2
6,2,45,5797,527,1369,6355,7822,2277,2599,1095,27.85,2
6,2,46,4176,1180,1362,5537,6599,2838,4122,1101,24.86,2
6,2,47,4456,1864,2124,4943,6850,2225,3274,971,23.99,2
6,2,48,5108,2168,1313,5267,7287,2224,3646,1075,24.96,2
6,2,49,20096,5619,1762,4207,4199,2272,2931,783,27.08,2
6,2,50,22314,6111,1758,4682,4848,1858,3488,757,24.85,2
6,2,51,21138,6979,1443,4102,5002,1899,2766,642,26.99,2
6,2,52,19539,5466,1677,3951,4059,1860,3277,688,27.75,2
6,2,53,20850,5643,1796,4130,4625,2216,2704,639,27.49,2
6,2,54,21374,6719,1565,4438,3904,2565,2241,727,26.3,2
6,2,55,18813,5239,1780,4279,4513,1853,3053,752,26.61,2
6,2,56,20196,3920,1292,4358,4556,2245,2679,752,25.68,2
6,2,57,21804,3516,2326,3736,3570,2717,3326,620,30.24,2
6,2,58,19586,6450,1879,5192,4408,2366,3645,725,29.26,2
6,2,59,12238,4575,3901,4199,5423,3592,4573,640,27.08,2
6,2,60,11765,5276,4949,4246,4714,3501,4706,724,27.07,2
6,2,61,12358,3700,3770,3725,5559,3605,4417,765,27.78,2
6,2,62,9969,4581,3701,4203,5519,3719,5043,473,25.81,2
6,2,63,14114,5215,3624,4860,4824,3575,4694,743,27.27,2
6,2,64,12345,4086,4658,4318,5418,3928,4744,564,26.18,2
6,2,65,12569,2786,4528,4175,5533,4260,4521,781,27.63,2
6,2,66,13014,4542,3588,4446,6171,3845,4632,706,27.5,2
6,2,67,11119,4998,3482,3496,4851,3729,4614,749,25.67,2
6,2,68,13753,6795,4151,4831,5711,3591,5475,609,27.34,2
6,2,69,7822,18110,3605,3065,3086,1517,7496,1528,27.08,2
6,2,70,7692,22120,3646,3140,2741,1474,7522,1347,27.97,2
6,2,71,7213,15648,3069,2981,3487,1753,7413,1632,28.12,2
6,2,72,8020,18372,3435,3708,2959,1053,6918,1523,27.15,2
6,2,73,9058,14095,3749,3017,3452,1536,8181,1621,28.45,2
6,2,74,7121,18049,3241,2765,3174,998,7192,1411,26.12,2
6,2,75,10082,19976,3518,2451,2952,1590,7244,1798,26.85,2
7,1,1,9137,16090,3657,3882,3635,1486,7282,1663,29.46,2
7,1,2,9490,17571,3239,3022,3682,1509,7540,1339,28.53,2
7,1,3,8973,19595,3592,2769,2995,1434,6928,1487,26.77,2
7,1,4,5569,7044,520,5503,9782,2167,2889,577,19.15,2
7,1,5,5546,7576,286,6130,8368,2435,2887,631,19.37,2
7,1,6,4125,6826,798,6219,9908,2377,3782,593,19.8,2
7,1,7,4830,6656,193,5776,11970,2544,2483,603,19.43,2
7,1,8,7188,9861,588,5451,9913,1793,2872,673,18.86,2
7,1,9,6390,6838,935,5377,9731,2392,3001,603,17.31,2
7,1,10,5559,7041,535,5073,10490,2106,2543,627,20.11,2
7,1,11,4709,5767,459,3581,10535,2695,2749,593,18.62,2
7,1,12,4153,4194,590,5104,9485,2049,2677,556,19.41,2
7,1,13,7472,5423,279,4602,10587,1874,3187,469,17.66,2
7,1,14,3995,3957,5333,3753,2785,6316,2291,1356,19.15,2
7,1,15,3946,4702,5565,4066,4113,5188,2614,1391,20.36,2
7,1,16,2830,4078,4719,4249,3158,6822,2119,1404,21.02,2
7,1,17,3359,2788,5727,4696,2274,6515,2670,1303,17.06,2
7,1,18,4491,2921,4613,4585,2682,5759,2642,1201,18.43,2
7,1,19,2462,1816,4744,4043,3024,6687,2578,1259,15.04,2
7,1,20,5132,3900,5374,4473,3602,5412,2050,1697,18.68,2
7,1,21,3979,4348,5093,3668,4084,6444,2519,1422,17.08,2
7,1,22,5273,3549,5291,4534,3889,5738,2138,1288,22.47,2
7,1,23,4854,4657,5350,4252,2683,6656,2441,1200,19.78,2
7,1,24,3114,23900,6690,3453,2560,4573,4755,1954,19.15,2
7,1,25,2257,22893,6925,3640,2265,4901,5233,2073,20.59,2
7,1,26,2437,28510,6579,2505,3173,3899,5003,2068,20.18,2
7,1,27,3430,21703,6998,3095,3090,4941,4208,1756,18.31,2
7,1,28,2342,25029,5800,2982,2386,4668,4499,1871,20.55,2
7,1,29,3211,22920,6966,3300,2681,3850,4836,1645,19.32,2
7,1,30,3777,27329,8048,3353,2620,4593,4378,1782,20.32,2
7,1,31,3499,24310,6324,3560,2661,4653,4774,1779,20.8,2
7,1,32,3145,25882,6821,4211,2102,4018,5054,1925,19.24,2
7,1,33,3709,25240,7322,2886,1689,3922,5528,2033,18.78,2
7,1,34,2418,10491,2177,1577,4154,3316,3858,1913,19.15,2
7,1,35,2640,12289,1802,1069,4692,3108,3396,1963,18.35,2
7,1,36,2609,9347,2269,1402,4292,3519,3279,1989,16.89,2
7,1,37,2404,9147,1996,1780,4246,3175,3366,2003,17.36,2
7,1,38,2224,12678,2429,1753,4491,3615,3695,2129,18.92,2
7,1,39,2435,9068,1468,2102,3992,3507,3545,1765,19.42,2
7,1,40,2665,10442,2508,2140,5161,3151,3961,2281,19.06,2
7,1,41,1901,10731,2408,1712,4817,2969,4297,1894,15.97,2
7,1,42,1896,12152,1993,1739,3437,2730,4200,1918,18.42,2
7,1,43,1674,9253,1657,1753,5108,3142,3755,1764,19.13,2
7,1,44,2521,13359,5686,1271,7104,8583,1343,2274,32.4,2
7,1,45,2087,15885,6259,1117,7663,9079,1194,1963,29.99,2
7,1,46,2289,16744,6566,1717,6361,7711,1269,2308,33.08,2
7,1,47,2318,13754,5620,1225,7158,8834,1151,2159,33.61,2
7,1,48,2302,13553,6126,1247,6548,8633,1564,2421,30.99,2
7,1,49,2905,12649,5147,1782,6297,8218,1074,2265,32.79,2
7,1,50,3109,13799,4764,1493,6217,9348,1347,2405,36.24,2
7,1,51,2580,12559,6398,1240,7012,8794,1666,2344,33.6,2
7,1,52,1910,12863,6455,1262,6504,8462,1546,2085,33.79,2
7,1,53,2029,18239,4754,1542,7326,8422,1295,1758,32.13,2
7,1,54,7610,2146,6922,866,2089,2862,3650,1582,29.44,2
7,1,55,7845,1691,6999,856,1324,3654,3324,1837,28.88,2
7,1,56,7099,1991,6077,783,1574,2959,3850,1800,31.14,2
7,1,57,9396,2830,7232,1314,1639,2386,3084,1546,27.2,2
7,1,58,8961,1750,6871,739,1438,2664,3850,1503,28.85,2
7,1,59,6016,1705,7245,1265,3251,2949,3813,1526,26.95,2
7,1,60,9122,2348,6677,789,2776,2728,4015,1409,25.29,2
7,1,61,7110,1294,7542,745,2199,2410,4282,1937,30.54,2
7,1,62,6088,1735,6746,660,2026,2598,4473,1617,29.22,2
7,1,63,7519,1899,7722,676,1808,2674,3310,1691,30.36,2
7,1,64,17070,9952,11436,5920,7726,2291,7158,812,29.44,2
7,1,65,18504,8266,9937,5388,8597,2532,6753,918,30.04,2
7,1,66,18679,11350,11402,5450,7534,2951,7125,913,29.68,2
7,1,67,17828,7863,11907,5270,9216,2527,7268,795,29.89,2
7,1,68,18322,8694,11834,6498,7945,2602,6338,894,31.42,2
7,1,69,19680,10435,10903,4998,7833,2436,6846,794,29.31,2
7,1,70,17720,10160,11688,5907,7684,2477,6725,941,29.3,2
7,1,71,16056,10385,10934,5911,9418,2243,7208,1038,28.55,2
7,1,72,18679,11882,14271,6142,7843,2518,7912,950,27.21,2
7,1,73,16314,9225,11603,6531,7913,2937,6898,952,27.39,2
7,1,74,7481,28282,3648,8432,9426,6930,3066,483,29.44,2
7,1,75,7323,31359,4448,7203,8653,6703,2552,517,27.68,2
7,2,1,7834,28302,3597,8281,8787,6681,3105,393,30.37,2
7,2,2,7165,30682,3970,8580,10960,7070,3130,561,28.78,2
7,2,3,7556,32127,3803,8359,8432,7263,3210,490,26.06,2
7,2,4,6426,29226,3503,8777,10708,5984,2605,515,31.42,2
7,2,5,7042,30704,4364,9488,8838,7282,3583,592,29.4,2
7,2,6,7864,29592,3771,8669,9064,7109,3290,397,29.9,2
7,2,7,9292,26748,4013,9060,9801,7159,2445,417,32.17,2
7,2,8,9159,29854,2224,7676,9901,6659,3414,481,25.77,2
7,2,9,9587,12632,988,6906,5064,2319,4322,789,28.87,2
7,2,10,9186,16129,1039,7514,4401,2039,4078,721,26.48,2
7,2,11,9070,14436,836,7950,4730,2682,4543,858,31.48,2
7,2,12,11799,11322,881,7543,4170,2491,3987,789,31.62,2
7,2,13,10733,12279,1092,6281,5425,1952,4700,1010,26.77,2
7,2,14,8956,13113,1143,6171,5257,2768,4500,686,28.84,2
7,2,15,9789,14165,1100,8252,4313,2798,3651,759,26.67,2
7,2,16,9317,14244,982,6709,4796,2169,4517,740,30.69,2
7,2,17,10947,11416,778,8341,5934,2117,4654,849,27.55,2
7,2,18,10335,13755,1099,7133,5000,2424,4280,629,30.94,2
7,2,19,13899,12259,17909,3028,1837,1501,5486,916,28.87,2
7,2,20,12951,10925,18129,3196,2404,1341,5375,922,32,2
7,2,21,12581,12104,17418,2997,1828,1136,5351,819,25.82,2
7,2,22,12550,12305,17895,2863,1386,1350,5203,894,29.47,2
7,2,23,15662,10198,18418,2560,2705,1168,5443,1057,29.11,2
7,2,24,13854,13485,18207,3588,1605,1254,5777,840,27.08,2
7,2,25,15709,16159,18425,3647,1697,1479,6389,1111,30.05,2
7,2,26,14099,14502,16531,2734,1475,1648,4563,950,28.89,2
7,2,27,17493,12386,17643,2802,1654,1732,6426,945,28.2,2
7,2,28,15515,14529,16868,2150,2119,1077,5044,882,28.1,2
7,2,29,6373,26538,528,6093,7521,3320,3780,1198,28.87,2
7,2,30,7060,24858,497,6435,6916,3245,3494,1170,31.98,2
7,2,31,6370,28729,542,6772,7884,2492,3345,1315,28.42,2
7,2,32,6358,26809,569,6452,8276,3501,3778,1330,29.7,2
7,2,33,7091,27016,468,6227,7863,3249,3736,1203,31.32,2
7,2,34,6501,20903,440,6091,8444,3559,4267,1053,30.46,2
7,2,35,6273,28759,742,5189,6021,3118,3702,1222,31.47,2
7,2,36,7384,24100,693,5073,5897,3055,3343,1222,30.09,2
7,2,37,7928,25949,739,7131,8117,3560,3916,1404,28.53,2
7,2,38,5205,28915,676,6455,8094,3351,4259,1241,28.22,2
7,2,39,5257,15565,1700,1991,9983,4841,4835,773,28.87,2
7,2,40,4531,17409,1925,2031,10452,4799,4897,962,29.18,2
7,2,41,4797,15439,1460,1912,9918,4510,5562,1040,28.07,2
7,2,42,4335,16604,2047,1903,10151,4570,4713,695,29.76,2
7,2,43,5518,16000,2040,1800,9354,4445,4937,675,28.62,2
7,2,44,3556,12614,1660,1539,9924,5064,4319,952,29.4,2
7,2,45,5688,14658,2387,1976,10948,4535,5277,750,25.73,2
7,2,46,5580,16316,1639,1396,8498,5025,5024,656,26.96,2
7,2,47,4459,18471,1475,2293,11207,4660,5851,839,29.99,2
7,2,48,5538,17259,1759,1904,9012,4104,4904,712,26.12,2
7,2,49,4959,29649,5093,2889,11424,2714,5873,1050,12.91,2
7,2,50,3003,27881,5148,3487,10711,3224,6115,828,12.24,2
7,2,51,4734,29494,4651,2676,10051,2796,5944,978,15.76,2
7,2,52,5420,23167,4651,2530,10671,2817,6318,954,14.2,2
7,2,53,5584,27201,5020,2591,11828,3240,6747,1025,12.57,2
7,2,54,4652,34363,5702,2712,9757,2922,6090,1160,12.76,2
7,2,55,6885,31862,4997,3123,12427,3020,5566,1259,11.2,2
7,2,56,4288,26537,5693,3120,11457,2652,5862,1016,15.29,2
7,2,57,4096,31023,5667,3108,10921,2748,5958,1071,9.98,2
7,2,58,6115,32806,5795,2145,12332,2237,5395,827,12.08,2
7,2,59,6280,13449,7379,3479,4984,2730,2792,2578,12.91,2
7,2,60,5901,14297,7562,3157,5340,3025,2420,2655,13.47,2
7,2,61,6919,12763,7462,2728,4141,2369,2558,2772,15.03,2
7,2,62,3690,14274,7324,3121,4984,2693,3056,2476,14.19,2
7,2,63,5568,14273,7076,2891,4709,2709,3483,2713,12.98,2
7,2,64,6417,13232,8915,3530,5709,3167,2370,2612,11.18,2
7,2,65,5758,14989,7212,3546,5049,3014,2876,2337,17.01,2
7,2,66,5888,13657,7680,4210,4454,1785,2574,2489,14.88,2
7,2,67,7996,14972,8632,3150,4238,2831,2709,2633,14.3,2
7,2,68,6368,14084,7491,3462,5694,2893,2918,2595,12.39,2
7,2,69,2336,5952,1388,3667,13569,2882,1565,1121,12.91,2
7,2,70,1174,4926,1530,3407,13657,3013,1388,1425,14.15,2
7,2,71,2792,4199,1747,3327,12720,3460,1675,1125,14.71,2
7,2,72,3078,6145,1125,2712,13692,3118,1765,1182,13.55,2
7,2,73,1739,6335,1412,3407,12507,2643,1703,1209,11.2,2
7,2,74,2318,3584,1682,3794,15965,2291,1557,1197,13.25,2
7,2,75,3445,7172,1678,4006,13519,2900,1493,1164,9.8,2
8,1,1,2170,4745,1549,4039,13930,2572,1277,940,11.32,2
8,1,2,2829,5039,997,4126,13763,3657,1333,932,12.76,2
8,1,3,2464,3831,1457,3661,13575,2882,1331,989,10.64,2
8,1,4,7649,8996,645,531,3175,2539,4334,585,18.26,2
8,1,5,6315,10565,697,389,3347,2702,4265,602,18.91,2
8,1,6,5907,8835,900,629,3692,2799,4538,520,19.16,2
8,1,7,7116,8063,430,551,3238,2720,4026,636,19.98,2
8,1,8,6101,8529,736,658,3747,2732,4036,707,18.14,2
8,1,9,7410,9422,1152,576,2004,2754,4021,736,18.54,2
8,1,10,7750,5955,594,467,4065,3073,3962,707,19.68,2
8,1,11,8223,7346,696,427,3112,3046,3787,756,19.49,2
8,1,12,6715,10940,625,246,3355,2753,4251,568,20.66,2
